ID,MAR_STAT,AGE,EDUC,GENDER,ETHNIC,RELIG,CAP_PUN,GUN_LAW,SEX_ED,ILL_DIE,READ_NEWS,NEWS_TV,NEWS_PBS,BIGBAND,BLUEGRASS,COUNTRY,BLUES,MUSICALS,CLASSICAL,FOLK,JAZZ
675,2,75,0,1,1,1,2,0,2,2,4,1,3,4,2,3,4,4,4,2,4
676,1,63,0,1,1,1,1,1,0,0,0,1,1,2,2,1,4,2,2,1,4
677,1,21,1,2,1,1,1,2,0,0,0,3,3,2,8,1,2,2,2,2,3
678,1,41,1,1,1,1,1,2,0,0,0,5,5,4,4,4,4,4,4,2,4
679,5,33,0,1,1,1,1,1,1,1,3,1,1,2,2,2,5,4,5,2,4
680,5,21,1,1,2,1,1,1,1,2,4,1,3,3,8,8,3,3,3,8,5
681,3,29,0,2,2,1,1,0,2,1,2,4,5,2,5,8,1,3,2,3,8
683,5,18,0,2,1,1,1,0,1,1,3,2,1,2,3,1,4,5,8,5,2
684,1,73,1,1,1,1,1,2,0,0,0,1,4,2,2,2,8,2,4,4,4
685,3,47,0,1,1,1,1,2,1,2,2,1,4,3,3,1,2,4,3,2,3
686,2,73,0,2,1,1,1,1,0,0,0,1,1,5,2,2,2,4,4,1,4
687,3,58,0,1,2,2,2,2,0,0,0,2,2,2,4,4,1,1,4,4,1
688,5,40,0,2,2,1,2,0,1,1,3,1,3,2,4,3,1,2,3,4,1
689,1,81,0,1,2,1,2,1,2,2,5,1,5,4,4,4,4,4,4,4,4
690,1,41,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,4,4,2,2
691,1,73,0,1,1,1,1,2,1,2,2,1,5,2,2,1,2,2,3,1,3
692,1,33,4,1,1,1,1,0,1,1,1,2,2,4,4,2,4,4,4,2,4
693,1,52,3,2,1,1,1,2,0,0,0,1,4,1,5,2,2,1,1,3,2
694,1,34,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,3,3,3,2
695,2,58,1,2,1,1,1,1,1,2,2,1,2,2,2,2,4,2,4,2,4
696,2,47,1,2,1,1,1,0,1,1,2,1,1,4,2,1,3,8,8,3,4
697,2,79,3,1,1,1,1,2,0,0,0,1,4,2,3,3,2,3,4,4,3
698,5,43,1,2,2,1,1,1,0,0,0,1,5,2,2,2,2,4,4,4,4
699,1,63,1,2,1,1,1,0,1,1,1,1,1,3,1,1,4,4,4,3,1
700,1,85,0,1,1,1,1,1,0,0,0,1,1,4,1,1,4,4,4,1,3
701,3,45,2,2,1,1,1,1,1,1,1,1,4,3,3,1,3,2,3,3,3
702,1,26,1,1,1,1,1,0,1,1,1,2,2,3,3,1,4,4,4,3,3
703,5,42,2,1,1,1,1,0,1,1,1,1,2,2,3,3,5,5,4,3,2
704,1,41,1,1,1,1,1,1,1,2,2,1,3,3,1,2,3,4,4,4,3
705,5,53,0,1,1,1,1,1,1,1,1,2,3,9,1,1,3,3,4,1,3
706,1,68,0,1,1,1,1,0,1,1,1,1,2,2,1,1,5,3,3,3,4
707,1,49,0,2,1,1,2,2,0,0,0,1,3,4,4,1,4,4,4,2,4
708,3,41,1,1,1,1,1,1,0,0,0,5,5,4,4,1,4,4,4,4,4
709,1,81,0,1,1,1,1,1,1,8,1,1,3,2,1,1,4,8,8,5,5
710,1,65,1,2,1,1,1,1,0,0,0,1,1,2,5,2,5,2,5,4,5
711,1,42,2,2,1,1,1,1,0,0,0,1,1,8,2,1,8,8,8,2,8
712,1,26,1,1,2,1,1,2,1,1,1,1,1,4,1,1,1,5,5,3,5
713,1,20,0,2,1,1,1,1,1,2,3,1,1,4,1,3,5,5,5,5,5
714,2,57,0,2,1,1,1,1,1,2,2,2,3,3,3,2,3,3,3,2,4
715,1,28,0,2,1,1,1,0,1,1,4,1,1,4,1,1,4,4,4,1,4
716,1,50,1,2,1,1,1,0,1,2,2,1,1,3,2,1,4,2,2,2,4
717,1,43,4,2,1,1,2,1,0,0,0,3,2,4,3,4,2,3,1,2,4
718,1,30,3,2,1,1,1,1,0,0,0,2,2,1,2,3,2,3,2,4,3
719,2,58,2,1,1,1,8,2,1,1,3,1,5,8,1,1,2,4,1,2,4
720,5,22,3,2,1,1,2,1,0,0,0,4,4,3,2,4,2,2,1,1,2
721,2,63,1,1,1,1,1,0,1,1,1,1,3,2,1,1,5,5,4,2,4
722,1,65,0,2,1,1,1,1,2,2,1,2,5,8,1,1,3,4,4,1,3
723,1,50,0,2,1,1,1,0,1,1,4,1,3,4,1,1,4,4,4,4,4
724,2,75,1,2,1,1,1,8,2,2,2,1,4,2,2,3,4,2,4,2,4
725,1,54,0,2,1,1,1,2,0,0,0,1,3,4,2,2,4,4,2,4,4
726,1,33,3,1,1,1,1,0,2,8,1,1,4,4,4,1,5,5,5,3,4
727,1,36,1,1,1,1,1,0,2,2,1,1,3,4,2,1,4,4,4,4,4
728,1,82,3,1,1,1,1,1,1,1,1,1,2,2,3,3,2,2,3,2,2
729,5,36,3,2,1,1,1,0,1,1,3,2,2,2,1,2,2,3,1,1,3
730,1,48,1,2,1,1,1,1,0,0,0,9,9,4,4,4,4,4,4,4,4
731,1,27,3,2,1,1,1,1,1,1,2,1,4,3,2,2,4,4,3,3,2
732,3,49,0,1,1,1,1,0,1,1,5,1,4,4,2,1,2,3,4,3,4
733,3,55,0,1,1,1,1,2,1,2,1,1,4,8,5,1,4,4,4,4,4
734,3,37,1,2,1,1,1,2,0,0,0,1,2,3,2,1,2,3,4,3,3
735,1,28,0,1,3,1,1,0,1,1,2,1,2,2,3,1,2,4,3,2,3
736,5,21,1,2,3,1,1,0,2,8,2,4,5,8,4,2,1,2,2,8,2
737,4,39,1,2,2,1,1,2,0,0,0,1,2,2,8,2,2,2,3,2,1
738,1,63,0,1,3,1,2,0,2,2,5,2,4,4,3,2,4,4,3,3,4
739,1,23,1,1,3,4,2,1,1,2,2,3,3,4,4,1,1,4,5,4,4
740,5,18,0,2,1,1,1,1,0,0,0,4,4,4,4,2,4,5,5,4,4
741,1,24,1,1,1,1,1,1,2,2,1,3,3,4,2,1,2,4,5,4,4
742,1,56,1,2,3,1,2,1,2,2,1,5,1,4,4,2,4,4,4,2,4
743,3,31,1,1,1,1,1,1,0,0,0,1,5,5,2,1,2,5,5,3,3
745,1,47,2,1,2,1,2,2,1,2,1,1,3,2,1,1,4,4,2,1,3
746,2,81,0,2,1,1,2,1,0,0,0,1,3,5,2,2,4,4,2,2,4
747,2,76,0,2,1,1,2,1,2,2,2,1,2,5,2,2,3,2,2,2,4
748,1,48,4,2,3,1,1,1,0,0,0,5,5,4,3,3,3,2,2,2,3
749,5,54,0,2,3,1,2,2,0,0,0,2,2,5,4,2,8,8,4,1,4
750,5,23,1,2,3,1,1,1,1,2,4,2,2,4,5,2,3,4,4,4,4
751,2,60,1,2,3,1,1,0,1,1,1,1,2,4,2,2,4,4,5,3,4
752,2,75,0,2,3,1,1,1,2,1,5,1,5,4,4,4,4,4,4,4,4
753,3,75,2,2,1,1,1,1,1,2,1,1,5,2,4,4,2,2,3,2,3
754,2,83,0,1,1,1,1,1,0,0,0,1,5,4,4,4,4,4,2,2,4
755,1,46,1,1,1,1,1,1,2,2,2,2,3,2,2,3,3,3,2,3,3
756,1,35,3,2,3,1,2,0,1,1,2,2,4,2,4,2,1,2,2,3,1
757,4,34,1,1,2,1,1,1,0,0,0,1,5,3,2,2,2,4,5,4,2
758,2,67,0,1,2,1,1,1,1,1,1,1,5,2,4,2,2,2,2,4,1
760,2,84,0,2,1,1,1,0,1,2,9,1,3,3,4,3,4,4,5,4,3
761,1,47,0,1,2,1,1,1,2,1,3,1,4,2,4,2,2,4,5,4,4
762,2,62,2,2,1,1,1,1,0,0,0,1,5,1,8,2,2,2,2,2,2
763,3,62,1,1,1,1,1,0,1,1,2,1,5,3,1,1,1,4,3,4,4
764,2,81,0,2,3,1,1,0,2,1,1,1,5,4,3,1,5,4,5,3,4
765,1,42,1,1,1,1,1,0,1,1,2,1,2,2,2,2,1,2,2,2,2
766,3,46,0,2,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2
767,1,40,2,2,1,1,2,1,0,0,0,1,3,3,2,3,2,1,1,1,2
768,1,48,1,2,1,2,1,0,1,1,1,1,1,1,1,3,3,2,3,1,2
769,1,46,3,2,3,2,2,1,1,2,2,1,2,1,3,1,2,2,1,2,1
770,5,20,0,1,1,2,1,1,0,0,0,2,2,1,1,1,1,1,1,1,1
771,3,73,1,2,1,1,1,1,2,1,3,1,3,1,8,1,4,1,3,1,5
772,3,38,1,2,1,4,8,0,1,2,4,2,2,4,3,2,1,3,1,3,3
773,1,38,1,1,1,1,1,1,0,0,0,1,3,2,2,2,3,3,2,3,2
774,2,76,0,2,1,1,1,0,1,1,1,1,1,4,2,2,3,4,2,2,4
775,1,56,1,1,1,1,1,1,1,1,1,1,2,2,3,2,2,3,5,3,3
777,1,74,0,1,1,4,1,1,1,1,1,1,4,1,3,3,2,4,4,3,3
779,1,57,0,1,1,1,1,1,1,1,4,1,1,1,1,1,1,3,4,3,4
780,1,58,1,2,1,2,1,1,0,0,0,1,1,2,2,1,3,1,1,1,3
781,2,76,1,2,1,1,2,1,0,0,0,1,1,1,5,5,3,2,1,3,5
782,1,35,3,1,1,2,2,0,2,2,3,2,4,2,3,4,4,2,1,3,4
783,1,36,1,2,1,2,2,1,1,2,5,3,3,2,2,1,2,2,2,2,2
784,4,39,1,2,1,4,9,1,0,0,0,3,4,3,3,3,1,2,3,3,2
785,5,20,1,2,1,1,2,1,1,1,1,1,2,8,3,2,2,4,3,8,2
786,1,43,3,1,1,1,1,1,0,0,0,1,4,2,2,2,3,3,3,4,2
787,1,39,1,2,1,1,1,1,0,0,0,1,2,3,3,2,3,2,1,3,3
788,1,48,3,1,1,4,1,0,1,1,1,1,2,3,2,4,1,4,3,2,1
789,1,52,1,2,1,1,1,2,0,0,0,1,2,2,3,2,3,1,2,2,2
790,1,82,4,1,1,1,1,0,1,2,4,1,1,2,3,3,3,3,1,3,4
791,1,44,3,1,1,4,1,2,1,1,1,2,2,3,2,2,2,4,3,2,3
792,1,38,2,1,1,3,1,2,0,0,0,2,2,1,2,3,3,3,1,2,2
793,3,44,1,2,1,1,2,1,0,0,0,4,4,3,3,3,4,3,3,4,4
794,1,24,1,2,1,2,1,1,1,1,5,3,2,3,2,1,2,3,3,3,3
795,1,35,3,1,1,1,1,0,1,1,1,2,2,2,2,1,2,1,2,2,2
796,2,48,1,1,1,1,1,2,1,1,2,1,2,3,3,1,5,3,2,2,5
797,2,78,0,2,1,2,1,2,2,1,1,5,5,1,1,1,2,2,2,2,2
798,5,24,1,1,1,2,1,1,2,1,2,3,3,2,2,2,2,3,3,4,2
799,1,29,0,2,1,2,2,1,0,0,0,1,2,3,3,2,2,2,2,4,2
800,1,36,1,2,1,1,1,2,0,0,0,2,4,8,3,2,4,2,4,8,4
801,1,66,1,2,1,2,1,1,0,0,0,1,2,2,3,3,2,1,2,4,2
802,3,54,1,2,1,1,1,0,1,2,1,1,1,1,3,2,1,3,1,4,1
803,5,37,4,2,1,2,1,0,1,1,5,1,3,8,3,3,2,2,2,2,2
804,1,55,4,1,1,1,1,0,1,1,1,1,2,3,2,1,1,2,1,1,2
805,2,72,1,2,1,1,8,1,2,2,2,1,5,2,2,2,2,2,2,2,3
806,2,78,1,2,1,1,1,1,2,1,1,1,1,2,3,2,2,2,2,2,2
807,3,42,0,2,1,4,1,1,0,0,0,1,1,1,2,1,1,3,3,3,1
808,2,75,0,2,1,2,1,1,2,2,4,2,2,4,8,2,2,4,4,4,4
809,1,38,4,2,1,2,1,1,0,0,0,4,4,8,8,2,2,2,2,2,2
810,1,40,2,1,3,1,2,0,1,1,1,1,2,4,4,2,4,4,5,4,5
811,3,62,3,2,1,1,8,1,0,0,0,1,1,3,4,3,4,4,1,3,2
812,5,30,4,1,1,3,1,1,1,1,1,1,3,5,5,5,5,2,5,5,5
813,5,49,4,1,1,3,2,1,0,0,0,1,1,4,5,3,5,5,1,3,2
814,1,43,4,1,1,4,1,0,1,1,1,2,2,4,5,4,5,8,5,5,3
815,1,41,1,1,2,2,8,2,1,2,3,4,5,5,5,5,5,5,5,5,1
816,2,57,0,2,2,2,8,1,1,2,2,4,5,5,5,5,1,5,5,5,3
817,3,30,0,2,2,2,1,0,1,1,3,4,5,5,5,5,5,5,5,5,5
818,1,36,0,1,3,4,1,0,2,8,3,2,5,8,8,8,8,8,8,8,8
819,4,52,0,2,2,1,1,0,1,1,1,2,5,5,5,4,3,5,5,3,2
820,1,99,1,2,1,1,1,1,0,0,0,1,1,2,3,3,3,2,1,2,3
821,5,47,3,1,1,4,2,0,1,1,1,4,4,2,2,2,2,2,2,2,1
822,5,32,3,1,1,1,2,1,0,0,0,1,2,2,3,3,2,3,2,2,2
823,1,74,0,1,1,3,1,1,1,2,1,2,1,1,3,3,4,2,3,3,1
824,1,35,3,2,1,2,1,1,1,8,1,2,1,5,5,8,3,3,2,4,3
825,1,31,3,2,1,5,1,0,1,1,3,2,3,2,8,3,3,2,3,2,4
826,1,40,4,1,1,5,1,0,2,2,2,1,3,2,8,2,4,2,2,2,3
827,5,30,3,2,3,3,1,1,0,0,0,1,2,5,5,3,2,4,2,4,1
828,1,51,1,1,1,2,1,0,2,1,3,1,2,3,2,2,4,3,1,2,3
829,2,76,1,1,1,1,1,2,1,2,1,1,4,2,8,2,3,2,2,8,2
830,1,56,1,1,2,1,1,1,0,0,0,1,2,1,8,2,2,2,3,3,1
831,5,24,1,1,2,2,1,1,0,0,0,1,4,2,4,3,1,2,3,4,1
832,1,38,3,1,1,1,2,1,0,0,0,2,2,3,2,2,2,3,1,3,2
833,1,74,1,1,1,8,1,1,2,1,1,1,1,3,8,2,2,3,3,1,4
834,1,60,3,2,1,4,1,1,1,1,3,1,4,1,3,2,2,1,3,3,2
835,1,63,2,2,1,1,2,0,2,2,2,1,3,4,1,2,4,2,1,2,4
836,1,64,0,1,1,2,1,1,1,2,1,1,1,2,5,1,5,4,2,2,5
837,1,51,0,1,1,2,8,1,1,1,1,1,1,3,3,2,3,4,3,3,3
838,1,31,3,2,3,2,2,0,1,8,3,1,1,3,8,4,3,2,3,3,1
839,2,74,1,2,1,1,1,0,1,1,1,1,2,1,5,5,3,1,3,3,3
840,5,33,3,1,1,2,1,0,1,1,2,1,2,2,3,3,2,2,3,5,3
841,5,27,4,1,1,3,1,1,1,1,2,1,1,4,4,4,2,3,3,3,2
842,5,22,1,2,2,1,1,1,1,2,2,2,2,8,8,8,2,2,8,8,2
843,1,40,1,1,1,1,1,0,1,2,4,2,2,2,2,2,2,2,2,3,2
844,5,21,1,2,1,3,2,1,1,2,3,2,2,2,2,2,1,1,1,2,1
845,4,33,1,2,1,2,8,0,1,1,3,1,5,8,4,3,4,8,8,3,4
846,3,43,1,2,3,1,2,1,0,0,0,1,2,1,3,4,1,1,1,3,1
848,1,25,3,2,1,3,1,1,1,1,4,1,1,2,8,4,2,2,3,3,1
849,1,35,4,1,1,2,1,2,1,1,1,1,2,4,4,4,2,5,3,3,3
850,5,22,3,2,1,2,1,0,1,1,2,1,1,4,8,3,3,1,1,4,2
852,5,39,4,1,1,4,2,0,1,1,1,1,2,3,2,3,1,3,2,2,2
853,3,40,4,1,1,2,2,0,2,1,2,2,2,4,3,3,3,3,3,4,3
854,1,66,1,1,1,1,1,1,8,2,1,1,1,2,1,1,3,1,1,1,4
855,5,19,1,1,1,2,2,1,1,1,1,9,9,9,9,9,9,9,9,9,9
856,2,69,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,2,2,2
857,1,34,4,1,1,4,1,0,1,1,2,2,2,2,4,4,3,3,1,2,2
858,5,19,0,2,1,2,2,1,0,0,0,1,4,8,8,5,5,3,3,4,3
859,1,43,4,2,1,1,2,1,0,0,0,3,3,2,2,5,3,1,1,4,4
860,2,77,1,2,1,4,1,1,0,0,0,4,3,1,2,1,3,3,4,8,3
861,2,89,4,1,1,2,1,1,0,0,0,1,2,1,8,3,8,1,1,3,3
862,1,44,3,1,1,1,1,0,1,2,1,2,3,3,3,3,4,2,1,2,3
863,1,41,4,2,3,1,1,1,1,2,4,1,4,4,3,2,2,3,1,2,3
864,3,53,3,2,1,4,8,2,0,0,0,1,2,1,3,4,1,1,1,3,1
865,1,53,1,2,1,2,1,2,1,1,1,1,4,4,8,2,4,1,2,2,5
866,1,38,3,2,3,5,1,1,0,0,0,9,9,9,9,9,9,9,9,9,9
867,1,32,0,1,1,2,1,0,2,2,2,1,4,2,4,2,4,2,1,2,2
868,1,39,1,2,3,2,1,1,1,2,1,1,2,3,8,4,4,3,3,4,2
869,1,55,3,2,1,1,1,1,0,0,0,1,2,3,8,2,2,3,2,2,2
870,1,47,0,2,1,2,2,0,1,1,2,2,2,1,2,2,1,1,3,2,2
871,1,43,1,1,1,2,2,0,1,2,1,1,3,1,3,4,2,2,1,1,2
872,5,37,1,1,1,3,1,0,1,1,3,1,1,2,2,3,2,3,3,3,2
873,3,46,1,1,1,2,1,1,1,1,1,1,3,2,1,1,2,2,3,2,2
874,1,32,1,1,1,3,1,0,1,1,1,1,2,8,3,4,3,2,3,5,2
875,3,57,1,2,1,4,1,1,0,0,0,2,3,2,8,3,5,2,1,2,4
876,5,28,3,2,1,2,1,1,0,0,0,2,2,2,3,3,3,2,2,4,3
878,3,56,4,1,1,1,2,1,1,1,2,3,3,1,3,2,1,3,2,2,1
879,5,33,1,2,1,5,8,1,0,0,0,2,4,2,2,2,2,2,2,2,2
880,5,26,1,1,3,4,1,1,1,1,1,1,3,4,4,3,2,3,2,3,3
881,1,45,1,2,1,4,2,1,1,1,1,1,1,2,8,2,2,3,2,4,2
882,1,44,1,1,1,1,1,1,8,2,2,2,5,2,3,4,3,2,3,3,2
883,1,54,2,2,1,1,1,1,1,1,3,1,3,1,2,3,3,1,1,2,3
884,3,46,2,2,1,1,1,1,0,0,0,3,4,2,3,2,3,2,4,2,3
885,1,55,1,2,1,2,1,0,1,1,1,1,1,1,2,1,2,2,4,4,2
886,1,36,3,1,1,1,1,1,0,0,0,3,3,2,4,5,5,2,2,3,3
887,5,25,1,2,1,2,1,0,1,1,2,1,1,8,8,4,3,2,2,4,2
888,5,38,1,1,1,1,2,0,1,1,1,1,3,3,2,1,3,3,1,2,3
889,3,54,0,2,1,1,2,8,8,2,1,1,3,2,3,2,2,2,4,4,4
890,1,25,1,2,1,1,2,1,2,2,1,1,5,8,2,1,3,4,2,2,2
891,5,35,1,2,1,1,1,1,1,2,2,1,1,8,3,2,4,2,4,3,3
892,1,36,1,2,1,1,1,2,1,1,4,2,1,5,3,4,3,2,4,3,3
893,1,68,1,2,1,1,1,1,0,0,0,1,4,1,3,4,2,2,1,3,2
894,1,47,1,2,1,4,1,0,1,8,1,1,3,3,4,4,4,3,3,4,4
895,1,49,1,1,1,2,1,1,1,1,1,1,2,2,3,4,3,2,2,3,2
896,1,52,0,1,1,2,1,1,0,0,0,2,2,2,2,2,3,2,2,2,3
897,1,46,2,1,1,1,1,0,1,1,1,1,2,3,2,2,3,2,3,2,4
898,1,39,1,1,1,1,1,1,1,1,2,1,3,3,2,3,1,3,3,2,3
899,1,67,0,2,1,1,1,1,1,1,1,1,2,2,8,2,5,2,2,2,5
900,1,27,3,2,1,2,8,1,0,0,0,2,3,1,2,2,2,1,1,3,2
901,2,71,2,2,1,1,1,1,0,0,0,1,1,2,4,2,3,2,1,3,2
903,5,68,1,2,1,2,1,1,0,0,0,1,1,1,4,3,4,1,1,3,4
905,4,26,0,2,2,1,2,1,0,0,0,1,4,4,5,4,2,4,3,4,2
906,4,38,1,2,2,1,1,0,1,1,2,1,5,3,8,3,1,4,5,3,2
907,2,47,1,2,2,1,1,0,1,2,2,1,3,2,3,3,2,3,3,3,2
909,1,57,1,2,1,5,1,1,8,1,1,1,2,1,3,2,2,1,3,3,2
910,3,38,4,1,1,1,1,0,1,1,2,2,3,2,3,2,3,2,2,3,1
911,5,29,1,1,1,2,2,1,1,1,2,2,2,3,2,4,1,3,2,2,1
912,1,47,4,1,1,2,2,0,1,2,2,2,4,3,4,2,3,2,2,2,3
913,1,38,1,2,1,1,1,1,1,2,2,1,1,2,3,2,2,2,4,2,3
914,1,40,1,2,1,2,1,2,0,0,0,1,1,3,3,2,3,2,2,2,3
915,1,38,1,2,1,1,1,1,0,0,0,1,1,3,2,2,2,1,2,2,2
916,5,22,1,1,1,2,2,2,1,1,1,2,2,1,3,4,1,1,1,2,1
917,5,40,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2
918,3,43,1,2,2,1,1,1,0,0,0,2,4,2,3,3,2,2,5,5,2
919,3,42,1,2,1,1,1,1,0,0,0,4,4,2,3,3,3,1,1,2,4
920,4,29,1,2,2,1,2,0,1,1,4,4,4,8,4,4,2,5,5,5,3
921,1,26,1,2,1,1,2,0,1,1,4,2,1,8,8,3,3,3,3,8,3
922,4,45,0,1,2,4,1,2,0,0,0,2,5,5,4,4,2,5,5,5,2
923,3,60,1,1,1,2,1,0,1,1,2,1,4,2,2,1,4,4,5,3,3
924,1,72,0,2,1,2,1,2,1,2,1,1,3,1,8,1,2,2,3,2,2
925,3,31,1,2,1,4,1,1,0,0,0,1,4,8,2,1,3,3,4,3,3
926,1,31,1,2,1,2,1,1,1,1,3,3,4,4,3,2,3,4,4,3,3
927,1,47,0,1,1,1,1,0,1,1,1,1,4,4,2,1,2,4,4,5,3
929,1,28,1,2,1,1,1,1,1,1,2,2,4,2,2,2,3,2,2,2,2
930,1,36,3,1,1,2,1,0,1,1,1,3,1,3,4,4,4,3,2,3,4
931,1,45,3,1,1,4,1,1,1,1,1,2,5,3,4,4,2,3,3,2,3
932,1,53,4,1,1,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,1
933,3,58,3,1,1,1,2,1,1,1,1,2,2,1,2,2,2,1,2,2,3
934,3,44,1,2,1,4,1,0,1,1,1,3,4,2,4,4,1,2,1,2,1
935,1,49,3,1,3,5,2,0,1,1,1,2,2,8,2,1,4,4,3,2,4
936,1,71,1,2,1,1,1,1,0,0,0,1,2,1,2,2,4,1,1,2,4
937,3,57,3,2,1,1,2,1,0,0,0,1,3,2,3,4,2,2,1,2,2
938,5,66,3,2,1,1,1,1,0,0,0,2,2,3,8,3,4,2,1,3,4
939,1,39,1,2,1,2,1,0,1,1,1,1,3,2,2,2,2,2,2,2,2
940,3,48,1,2,1,1,1,1,1,1,1,1,3,2,1,1,2,3,5,1,3
941,3,38,1,2,1,1,1,1,0,0,0,1,2,2,2,2,2,2,3,3,2
943,1,77,1,2,1,1,2,1,1,1,1,1,4,2,2,2,3,2,8,3,2
944,1,32,0,2,1,2,2,1,1,8,1,2,1,3,3,2,2,2,3,3,3
945,5,22,1,2,3,5,1,1,0,0,0,2,2,4,4,3,3,8,4,4,4
946,1,30,1,2,2,1,1,0,1,1,1,1,2,2,8,3,2,1,2,2,1
947,3,41,1,1,2,2,2,1,0,0,0,1,1,1,8,2,1,2,2,2,1
948,4,34,2,2,2,5,8,0,1,2,1,1,2,4,4,4,3,2,4,8,2
949,5,26,1,2,2,1,1,1,1,1,2,3,3,4,3,3,1,2,5,5,1
950,5,39,3,2,1,4,2,1,1,1,1,1,2,3,2,2,3,4,3,2,3
951,1,41,4,2,1,1,1,0,1,1,2,2,2,2,2,2,2,2,2,2,2
953,1,68,1,2,1,2,1,1,0,0,0,1,2,1,2,2,2,1,2,2,2
954,1,41,1,2,1,1,8,1,1,2,2,2,1,2,3,3,3,2,1,3,3
955,1,56,0,2,2,1,1,1,1,1,1,2,1,2,3,2,1,2,3,4,1
956,2,85,0,2,2,1,1,1,1,2,5,1,1,4,4,4,4,4,4,4,4
957,5,65,0,1,2,1,1,1,0,0,0,1,2,1,8,4,1,2,2,4,1
958,4,35,0,2,2,1,8,0,1,2,5,3,1,5,5,5,2,5,5,5,2
959,1,32,1,1,2,1,2,1,1,1,1,2,1,2,2,2,2,2,2,3,1
960,2,49,1,2,2,1,2,1,1,2,3,2,2,8,8,4,4,4,3,3,4
961,5,28,1,1,1,2,1,1,1,1,3,1,1,2,3,2,2,2,3,2,3
962,1,45,4,1,1,1,2,1,0,0,0,3,4,3,4,3,4,3,1,2,4
963,1,28,4,1,1,2,1,0,1,1,1,2,4,3,4,4,3,3,3,4,2
964,1,61,3,2,1,2,8,1,0,0,0,1,2,2,2,2,2,1,1,2,2
965,1,35,4,1,1,1,1,0,1,1,1,1,3,8,4,2,2,2,4,4,3
966,2,59,1,2,1,1,1,0,1,1,2,1,2,1,1,1,2,1,1,1,2
967,5,31,1,2,1,1,1,0,2,1,2,4,4,2,2,2,1,1,2,1,2
968,1,61,1,1,2,1,2,1,1,2,1,1,1,4,4,4,4,4,4,4,4
969,3,44,1,2,2,1,1,1,0,0,0,1,4,3,3,3,3,3,2,3,1
970,1,66,0,1,2,1,1,2,0,0,0,1,4,8,2,2,2,8,8,8,8
971,5,24,1,2,2,1,2,0,8,2,2,1,3,4,4,2,2,4,4,4,2
972,3,41,1,2,2,1,1,1,0,0,0,1,1,2,4,2,1,4,4,4,1
973,1,36,1,1,1,1,1,0,2,1,3,3,4,2,8,8,8,2,3,3,1
974,2,80,1,1,1,1,1,1,0,0,0,1,1,2,3,3,3,3,3,3,2
975,1,40,1,2,1,1,1,1,0,0,0,1,1,3,2,2,2,3,3,2,3
976,1,31,4,2,2,2,2,1,0,0,0,1,3,2,4,4,2,2,2,3,1
977,3,43,1,2,2,1,2,1,0,0,0,4,4,1,3,3,2,1,1,2,1
978,5,30,2,2,2,1,1,1,1,1,2,2,3,3,8,3,2,2,8,8,1
979,1,29,2,1,2,1,1,2,1,1,3,1,2,8,8,4,3,2,3,4,2
980,2,65,0,2,2,2,1,1,0,0,0,1,2,3,4,2,1,3,5,5,2
981,1,23,1,2,1,1,2,1,0,0,0,4,2,3,3,2,2,4,4,3,3
982,5,28,1,2,2,1,1,1,1,1,4,1,4,5,5,5,2,2,2,5,1
983,3,70,1,2,1,1,1,1,0,0,0,1,2,1,3,3,3,1,1,2,2
985,1,42,4,2,2,5,1,1,0,0,0,1,3,8,8,3,1,2,2,3,1
986,5,31,3,2,2,1,2,0,2,1,1,1,2,3,4,4,2,3,2,4,2
987,3,50,3,2,1,1,2,1,0,0,0,1,2,2,2,2,3,2,2,3,3
988,4,50,2,1,1,1,1,2,1,1,1,1,2,2,3,3,3,3,1,3,3
989,1,29,1,2,1,1,1,0,1,1,2,3,2,2,2,1,2,2,2,2,2
990,5,25,3,1,1,1,1,0,1,1,2,2,4,4,3,2,3,4,3,3,3
991,5,39,3,2,1,1,2,1,0,0,0,1,2,2,3,3,2,1,1,1,2
993,3,66,1,2,2,1,2,1,1,2,2,1,3,2,2,1,2,2,1,2,2
995,1,71,4,1,1,1,1,2,1,1,1,1,2,2,4,2,4,3,1,2,4
996,1,38,3,1,1,9,1,1,1,1,2,1,1,2,3,3,2,1,1,1,1
997,1,39,4,1,1,4,1,0,1,1,2,1,2,2,2,3,3,2,1,3,3
998,1,37,1,2,1,2,1,1,1,1,1,1,3,1,2,2,2,3,1,2,2
999,2,80,2,2,1,1,8,0,2,2,1,1,3,2,8,1,2,2,3,2,1
1000,4,38,1,2,1,4,1,1,1,1,9,4,3,1,2,3,2,2,3,3,2
1001,1,65,3,1,1,3,2,0,1,1,1,1,3,1,8,3,2,1,1,2,2
1002,1,58,3,1,1,2,1,0,1,2,1,2,4,2,4,4,3,1,3,3,2
1003,1,51,3,2,3,5,8,0,1,1,9,1,3,2,2,2,2,2,2,2,3
1004,1,40,3,2,1,3,8,1,8,1,2,1,1,2,2,2,2,2,2,2,2
1005,1,35,2,2,1,2,8,0,1,1,1,1,1,1,2,5,1,2,1,3,1
